iter	Logloss
0	0.52421197
1	0.4721325579
2	0.4527661204
3	0.4454080444
4	0.44321985
5	0.4405280229
6	0.4393950296
7	0.4392635944
8	0.439152811
9	0.4386868488
10	0.4385607256
11	0.438407954
12	0.4383593857
13	0.4381420394
14	0.4381115029
15	0.4379894702
16	0.4378394971
17	0.4377124059
18	0.4377070947
19	0.4377048568
