iter	Passed	Remaining
0	26	494
1	64	581
2	88	502
3	115	462
4	139	418
5	167	390
6	187	348
7	201	302
8	218	266
9	237	237
10	257	210
11	277	184
12	294	158
13	315	135
14	349	116
15	374	93
16	400	70
17	424	47
18	442	23
19	453	0
