iter	Passed	Remaining
491	4871	5029
492	4882	5020
493	4892	5011
494	4902	5001
495	4910	4989
496	4919	4979
497	4928	4968
498	4941	4961
499	4951	4951
500	4960	4940
501	4970	4930
502	4979	4920
503	4989	4910
504	4998	4899
505	5007	4888
506	5016	4877
507	5025	4866
508	5034	4856
509	5045	4847
510	5054	4836
511	5063	4825
512	5072	4815
513	5082	4805
514	5090	4794
515	5099	4783
516	5109	4773
517	5117	4762
518	5127	4751
519	5136	4741
520	5144	4729
521	5153	4719
522	5162	4708
523	5171	4697
524	5180	4687
525	5190	4676
526	5199	4666
527	5207	4655
528	5216	4644
529	5226	4635
530	5236	4625
531	5245	4614
532	5254	4603
533	5264	4594
534	5273	4583
535	5282	4572
536	5291	4562
537	5300	4551
538	5309	4541
539	5318	4530
540	5327	4519
541	5336	4509
542	5345	4499
543	5356	4489
544	5365	4479
545	5376	4470
546	5387	4461
547	5395	4450
548	5404	4439
549	5413	4429
550	5422	4418
551	5432	4408
552	5441	4398
553	5451	4388
554	5461	4378
555	5470	4368
556	5478	4357
557	5487	4346
558	5496	4336
559	5506	4326
560	5514	4315
561	5523	4304
562	5533	4294
563	5541	4284
564	5550	4273
565	5558	4262
566	5568	4252
567	5579	4243
568	5588	4232
569	5597	4222
570	5607	4212
571	5616	4202
572	5626	4192
573	5635	4182
574	5646	4173
575	5655	4163
576	5664	4152
577	5673	4142
578	5682	4131
579	5691	4121
580	5700	4111
581	5708	4099
582	5718	4090
583	5730	4081
584	5738	4071
585	5748	4061
586	5758	4051
587	5770	4043
588	5783	4035
589	5796	4028
590	5806	4018
591	5815	4007
592	5823	3997
593	5832	3986
594	5842	3976
595	5851	3966
596	5860	3956
597	5869	3945
598	5877	3934
599	5887	3924
600	5896	3914
601	5906	3904
602	5916	3895
603	5925	3884
604	5934	3874
605	5943	3864
606	5952	3853
607	5961	3843
608	5971	3833
609	5980	3823
610	5989	3813
611	5998	3803
612	6012	3795
613	6022	3786
614	6033	3777
615	6044	3767
616	6054	3758
617	6064	3748
618	6074	3739
619	6083	3728
620	6093	3718
621	6102	3708
622	6111	3698
623	6120	3688
624	6129	3677
625	6138	3667
626	6147	3656
627	6158	3647
628	6168	3638
629	6179	3629
630	6189	3619
631	6201	3611
632	6213	3602
633	6223	3592
634	6232	3582
635	6241	3572
636	6250	3561
637	6259	3551
638	6268	3541
639	6278	3531
640	6288	3521
641	6298	3512
642	6310	3503
643	6322	3495
644	6333	3486
645	6344	3476
646	6356	3467
647	6368	3459
648	6378	3449
649	6388	3439
650	6396	3429
651	6405	3418
652	6413	3408
653	6422	3397
654	6431	3387
655	6439	3377
656	6449	3367
657	6463	3359
658	6475	3350
659	6486	3341
660	6498	3332
661	6510	3324
662	6521	3314
663	6532	3305
664	6543	3296
665	6552	3285
666	6562	3276
667	6573	3267
668	6584	3258
669	6596	3249
670	6608	3240
671	6620	3231
672	6632	3222
673	6654	3218
674	6664	3208
675	6676	3199
676	6687	3190
677	6697	3180
678	6711	3173
679	6724	3164
680	6734	3154
681	6745	3145
682	6758	3136
683	6767	3126
684	6779	3117
685	6790	3108
686	6800	3098
687	6809	3087
688	6818	3077
689	6826	3067
690	6836	3057
691	6845	3046
692	6856	3037
693	6865	3027
694	6876	3017
695	6885	3007
696	6895	2997
697	6904	2987
698	6914	2977
699	6922	2966
700	6933	2957
701	6943	2947
702	6952	2937
703	6961	2926
704	6970	2916
705	6979	2906
706	6988	2896
707	6997	2885
708	7006	2875
709	7015	2865
710	7024	2855
711	7033	2844
712	7042	2834
713	7051	2824
714	7060	2814
715	7069	2804
716	7080	2794
717	7090	2784
718	7101	2775
719	7114	2766
720	7126	2757
721	7138	2748
722	7148	2738
723	7163	2731
724	7177	2722
725	7192	2714
726	7203	2705
727	7216	2696
728	7229	2687
729	7238	2677
730	7248	2667
731	7259	2657
732	7269	2648
733	7278	2637
734	7288	2627
735	7296	2617
736	7306	2607
737	7315	2597
738	7324	2586
739	7332	2576
740	7341	2566
741	7350	2555
742	7359	2545
743	7369	2535
744	7378	2525
745	7392	2516
746	7400	2506
747	7409	2496
748	7417	2485
749	7427	2475
750	7436	2465
751	7445	2455
752	7456	2445
753	7465	2435
754	7474	2425
755	7484	2415
756	7494	2405
757	7506	2396
758	7518	2387
759	7530	2378
760	7541	2368
761	7553	2359
762	7565	2349
763	7577	2340
764	7593	2332
765	7604	2322
766	7614	2313
767	7626	2303
768	7637	2294
769	7651	2285
770	7662	2275
771	7675	2266
772	7688	2257
773	7702	2249
774	7717	2240
775	7730	2231
776	7743	2222
777	7754	2212
778	7763	2202
779	7773	2192
780	7782	2182
781	7791	2172
782	7800	2161
783	7808	2151
784	7818	2141
785	7825	2130
786	7836	2121
787	7845	2110
788	7859	2101
789	7867	2091
790	7876	2081
791	7886	2071
792	7894	2060
793	7904	2050
794	7912	2040
795	7921	2030
796	7929	2019
797	7939	2009
798	7947	1999
799	7955	1988
800	7965	1978
801	7975	1969
802	7987	1959
803	8001	1950
804	8014	1941
805	8026	1931
806	8040	1922
807	8054	1913
808	8069	1905
809	8082	1895
810	8093	1886
811	8104	1876
812	8116	1866
813	8129	1857
814	8141	1847
815	8151	1838
816	8161	1828
817	8170	1817
818	8179	1807
819	8187	1797
820	8198	1787
821	8210	1777
822	8220	1768
823	8230	1758
824	8240	1747
825	8248	1737
826	8257	1727
827	8265	1717
828	8275	1707
829	8283	1696
830	8292	1686
831	8300	1675
832	8308	1665
833	8317	1655
834	8326	1645
835	8335	1635
836	8344	1625
837	8354	1615
838	8363	1604
839	8372	1594
840	8380	1584
841	8390	1574
842	8399	1564
843	8411	1554
844	8425	1545
845	8435	1535
846	8444	1525
847	8454	1515
848	8467	1505
849	8479	1496
850	8489	1486
851	8500	1476
852	8512	1467
853	8522	1456
854	8533	1447
855	8545	1437
856	8556	1427
857	8567	1417
858	8576	1407
859	8595	1399
860	8605	1389
861	8617	1379
862	8627	1369
863	8637	1359
864	8645	1349
865	8655	1339
866	8664	1329
867	8672	1318
868	8685	1309
869	8694	1299
870	8703	1289
871	8717	1279
872	8727	1269
873	8736	1259
874	8745	1249
875	8754	1239
876	8763	1229
877	8773	1219
878	8781	1208
879	8790	1198
880	8799	1188
881	8808	1178
882	8816	1168
883	8825	1158
884	8834	1148
885	8843	1137
886	8853	1127
887	8861	1117
888	8870	1107
889	8880	1097
890	8888	1087
891	8898	1077
892	8907	1067
893	8917	1057
894	8926	1047
895	8934	1037
896	8943	1026
897	8952	1016
898	8961	1006
899	8973	997
900	8982	986
901	8991	976
902	9000	966
903	9009	956
904	9018	946
905	9027	936
906	9036	926
907	9044	916
908	9054	906
909	9063	896
910	9072	886
911	9081	876
912	9090	866
913	9100	856
914	9109	846
915	9118	836
916	9127	826
917	9136	816
918	9144	806
919	9153	795
920	9162	785
921	9171	775
922	9180	765
923	9190	755
924	9206	746
925	9219	736
926	9230	726
927	9245	717
928	9254	707
929	9263	697
930	9272	687
931	9281	677
932	9290	667
933	9299	657
934	9308	647
935	9318	637
936	9327	627
937	9338	617
938	9350	607
939	9359	597
940	9368	587
941	9378	577
942	9389	567
943	9398	557
944	9408	547
945	9418	537
946	9429	527
947	9438	517
948	9447	507
949	9455	497
950	9464	487
951	9473	477
952	9482	467
953	9491	457
954	9500	447
955	9509	437
956	9517	427
957	9526	417
958	9536	407
959	9546	397
960	9555	387
961	9564	377
962	9573	367
963	9583	357
964	9592	347
965	9602	337
966	9610	327
967	9620	318
968	9629	308
969	9638	298
970	9646	288
971	9656	278
972	9665	268
973	9674	258
974	9682	248
975	9692	238
976	9703	228
977	9715	218
978	9726	208
979	9737	198
980	9746	188
981	9755	178
982	9764	168
983	9773	158
984	9782	148
985	9791	139
986	9799	129
987	9808	119
988	9817	109
989	9826	99
990	9835	89
991	9844	79
992	9853	69
993	9861	59
994	9870	49
995	9879	39
996	9887	29
997	9896	19
998	9905	9
999	9914	0
