iter	Logloss
262	0.5326517959
263	0.5326171574
264	0.5324967148
265	0.5324723655
266	0.532359302
267	0.5322080448
268	0.532174423
269	0.5321209808
270	0.5319629152
271	0.5318760055
272	0.531756591
273	0.5316606187
274	0.5315481914
275	0.5313834162
276	0.5313637626
277	0.531311217
278	0.5312768057
279	0.5310775232
280	0.5308990228
281	0.5307477821
282	0.5306580893
283	0.530503072
284	0.5304752747
285	0.5303620149
286	0.5302347216
287	0.5301521463
288	0.5301203347
289	0.5299991576
290	0.5299556733
291	0.5298618126
292	0.5298204392
293	0.529772189
294	0.529674025
295	0.5295634862
296	0.5293712756
297	0.5292656203
298	0.5292560968
299	0.5291631189
300	0.529119592
301	0.5290234883
302	0.5289678079
303	0.528787793
304	0.5287378615
305	0.5286576456
306	0.5286004485
307	0.5284577199
308	0.5283082716
309	0.5281485174
310	0.5281120111
311	0.5280971409
312	0.5280219839
313	0.5279529816
314	0.5278446454
315	0.5277248452
316	0.5276767636
317	0.5276016703
318	0.5275038132
319	0.5274346364
320	0.5273599007
321	0.5271841491
322	0.5271065933
323	0.5270392244
324	0.5269843451
325	0.5268574697
326	0.5267818757
327	0.5267405318
328	0.5266775895
329	0.5266200771
330	0.5265853487
331	0.5264722878
332	0.5263990486
333	0.526385
334	0.5262863164
335	0.5262343543
336	0.5262093611
337	0.5261406187
338	0.5261004422
339	0.5260231412
340	0.5259974218
341	0.5259166661
342	0.5258663109
343	0.5257133534
344	0.5256555664
345	0.52561905
346	0.5255556506
347	0.5254684694
348	0.5253967419
349	0.5252405621
350	0.5251383197
351	0.5250668128
352	0.5249531654
353	0.5248045354
354	0.5247421791
355	0.5246369308
356	0.5245731972
357	0.5244573459
358	0.524372906
359	0.5243387589
360	0.5243053904
361	0.5242745442
362	0.5242443665
363	0.5241830859
364	0.5240567303
365	0.5239502272
366	0.5238992581
367	0.5238735523
368	0.5237794712
369	0.5236929939
370	0.5236080823
371	0.5235469195
372	0.5234596597
373	0.5233546268
374	0.5232818285
375	0.5232638794
376	0.5232300342
377	0.523200769
378	0.5230590146
379	0.5229320337
380	0.5228060727
381	0.5227701818
382	0.5227003044
383	0.5226257877
384	0.5225869457
385	0.5224436123
386	0.5224250838
387	0.5223423264
388	0.5222371196
389	0.5221882378
390	0.5220660057
391	0.521979659
392	0.5218673669
393	0.5218375235
394	0.5217214778
395	0.5216832138
396	0.5215869259
397	0.521425628
398	0.5213923568
399	0.5213506789
400	0.5212708932
401	0.5212197472
402	0.5210137681
403	0.5209361954
404	0.5208360605
405	0.5207606921
406	0.5206303931
407	0.5205319175
408	0.5204612399
409	0.5204087875
410	0.5202558682
411	0.5201874199
412	0.5200295866
413	0.5199518817
414	0.5198988828
415	0.5197953986
416	0.5197656483
417	0.5196751483
418	0.519590378
419	0.5195455061
420	0.5194448979
421	0.5193686076
422	0.5193301949
423	0.5192055127
424	0.5190975302
425	0.5190821163
426	0.5190430824
427	0.5189842463
428	0.5188995499
429	0.5188158662
430	0.5186862814
431	0.5185511423
432	0.5185240093
433	0.5184549039
434	0.5184029111
435	0.51829703
436	0.5181946372
437	0.5180974867
438	0.5180356071
439	0.5179213605
440	0.5177491452
441	0.5177151182
442	0.5175893885
443	0.5175093676
444	0.5174166144
445	0.5173038381
446	0.5172089428
447	0.5170937878
448	0.5169674736
449	0.5168796491
450	0.516747293
451	0.5167006051
452	0.5166661918
453	0.5164900475
454	0.516421218
455	0.5163523574
456	0.5162308973
457	0.5161015109
458	0.5160503952
459	0.5160085847
460	0.5158895392
461	0.5158064942
462	0.515733348
463	0.5156005362
464	0.5155246631
465	0.5154391663
466	0.5153633618
467	0.5153053813
468	0.5152337164
469	0.5151641842
470	0.515103111
471	0.5149696205
472	0.5149267891
473	0.5148717604
474	0.5147993314
475	0.5147348368
476	0.5145811158
477	0.5144861634
478	0.5144006514
479	0.5143362369
480	0.5142440989
481	0.5141326898
482	0.5141069839
483	0.5140223253
484	0.5139701364
485	0.5139401165
486	0.5138508519
487	0.5137652033
488	0.5136885032
489	0.5135882727
490	0.5135000437
491	0.51340581
492	0.5133063847
493	0.5132163292
494	0.5131093804
495	0.5129951787
496	0.5128783479
497	0.5128132973
498	0.5127478955
499	0.5125896867
500	0.5125029391
501	0.5124727932
502	0.5124368056
503	0.5123281283
504	0.5122415848
505	0.5121465175
506	0.5120585459
507	0.5119847679
508	0.5119443304
509	0.5117524091
510	0.511631517
511	0.5116092533
512	0.5114548642
513	0.5113571262
514	0.5113205516
515	0.5111773589
516	0.5111387189
517	0.5110558772
518	0.5109957964
519	0.5109810573
520	0.5108661414
521	0.5107700633
522	0.5106646575
523	0.5105898156
524	0.5105620635
525	0.5104827596
526	0.5104706413
527	0.5104419822
528	0.5103888575
529	0.5103761657
530	0.5102584415
531	0.5102404636
532	0.5102102014
533	0.5101914988
534	0.5101647648
535	0.5100290156
536	0.5099183728
537	0.5098586122
538	0.5097296508
539	0.5096290195
540	0.5096033573
541	0.5095255973
542	0.5094370847
543	0.5093679807
544	0.5093135171
545	0.509230437
546	0.5092095986
547	0.509202479
548	0.5090258952
549	0.5089405233
550	0.5088467475
551	0.5088032463
552	0.5087455044
553	0.5086803102
554	0.5085710397
555	0.5085105089
556	0.508497482
557	0.5084162453
558	0.5083644951
559	0.5083114291
560	0.5082603095
561	0.5082546596
562	0.5081229955
563	0.5080760263
564	0.5079875992
565	0.5078226076
566	0.5077790272
567	0.5077210736
568	0.5076410944
569	0.5075877291
570	0.5075533513
571	0.5075295787
572	0.5074547261
573	0.5073911515
574	0.5073291359
575	0.5072490817
576	0.5072331682
577	0.5071565894
578	0.5071368186
579	0.5070855272
580	0.5070323321
581	0.5069541493
582	0.5068948121
583	0.5068194024
584	0.5067641616
585	0.5066779446
586	0.5065348936
587	0.506528072
588	0.5065077358
589	0.5064927259
590	0.5064351164
591	0.5062966438
592	0.5062670623
593	0.506212521
594	0.5060350578
595	0.5059964382
596	0.5058813848
597	0.5057935035
598	0.5057152389
599	0.5056306994
600	0.5055242338
601	0.5054948307
602	0.5054675463
603	0.5053712587
604	0.505311184
605	0.5052037348
606	0.5051161483
607	0.5049900818
608	0.5048010948
609	0.504765609
610	0.5046839375
611	0.5046062295
612	0.5045032071
613	0.5044792258
614	0.5044232586
615	0.5043929961
616	0.5043575597
617	0.5042607499
618	0.5041562183
619	0.5040662123
620	0.5039567321
621	0.5039156835
622	0.503812898
623	0.5036964189
624	0.5035769575
625	0.5034835251
626	0.5034124961
627	0.5033553938
628	0.5032956544
629	0.5032322953
630	0.5031148599
631	0.5030519538
632	0.5029960938
633	0.5029119073
634	0.5028976891
635	0.5027953039
636	0.5027740016
637	0.502736954
638	0.5026140959
639	0.5025518752
640	0.5024816492
641	0.5024413394
642	0.5023609405
643	0.5022805976
644	0.5021850659
645	0.5020458604
646	0.5019661377
647	0.5019093466
648	0.5018730753
649	0.5018128689
650	0.5017418678
651	0.5016868329
652	0.5016184695
653	0.5015588933
654	0.5015037511
655	0.5014867138
656	0.5014668056
657	0.5014494979
658	0.5013594911
659	0.5012782219
660	0.5012538227
661	0.501173728
662	0.5011388771
663	0.501051081
664	0.5009909633
665	0.5008336967
666	0.5007757097
667	0.5006526979
668	0.5005543474
669	0.5004666137
670	0.500408152
671	0.5003528024
672	0.5003041936
673	0.5002724351
674	0.5001826453
675	0.5001562923
676	0.5001161671
677	0.5000269588
678	0.4999909295
679	0.499941574
680	0.4998514596
681	0.4997349425
682	0.4996957292
683	0.4996265687
684	0.4995092983
685	0.4994304822
686	0.4993044698
687	0.4991949963
688	0.4991222857
689	0.4990738261
690	0.4989598932
691	0.4988724712
692	0.4987848879
693	0.4987526675
694	0.4986427954
695	0.4985667578
696	0.4985069289
697	0.4984360525
698	0.4983674061
699	0.4983250764
700	0.4982519807
701	0.4981927528
702	0.4981779992
703	0.4981047814
704	0.4980737159
705	0.4980059786
706	0.4979258294
707	0.4978072242
708	0.4977609737
709	0.497723014
710	0.4976829845
711	0.4975508975
712	0.497500452
713	0.4974087151
714	0.4972973223
715	0.497282883
716	0.4972640517
717	0.4972072687
718	0.4971261714
719	0.4970678949
720	0.49699723
721	0.4969661663
722	0.4969296837
723	0.4968860018
724	0.4968456341
725	0.4968027212
726	0.4967276499
727	0.4966749808
728	0.4966310415
729	0.4965326715
730	0.4965013049
731	0.4963773481
732	0.4963264201
733	0.4962437081
734	0.4961847944
735	0.4960688624
736	0.4959899349
737	0.4958983555
738	0.4958275471
739	0.4957985522
740	0.495757635
741	0.4956970804
742	0.4956386678
743	0.4955805164
744	0.4954928676
745	0.4954362436
746	0.4953521908
747	0.4952904475
748	0.4952153956
749	0.4951575063
750	0.4950936135
751	0.4950697417
752	0.4950435445
753	0.4949695414
754	0.4949411586
755	0.4949200504
756	0.4948747309
757	0.4948542821
758	0.4946965052
759	0.4946536672
760	0.4944474821
761	0.494390268
762	0.4943624156
763	0.4942922677
764	0.4942737639
765	0.4942534528
766	0.4942019792
767	0.4941658475
768	0.494107703
769	0.4940471509
770	0.4938764569
771	0.493845674
772	0.4937351323
773	0.4936979884
774	0.4936452044
775	0.4934938721
776	0.4933244987
777	0.4932964247
778	0.4932468354
779	0.4932069336
780	0.4931623254
781	0.4930593362
782	0.4929990902
783	0.4929366992
784	0.4929237218
785	0.4928879842
786	0.4928668626
787	0.4927912676
788	0.4927551462
789	0.4927059727
790	0.4926550167
791	0.492613401
792	0.4925916187
793	0.492536762
794	0.4924686818
795	0.4924205459
796	0.4923324894
797	0.492244438
798	0.4921301793
799	0.4920273571
800	0.4919881914
801	0.4919562079
802	0.4918561009
803	0.4918157886
804	0.4917118186
805	0.491661371
806	0.4915209388
807	0.4914523367
808	0.4913529785
809	0.4913282719
810	0.491282077
811	0.4912080654
812	0.4910579779
813	0.4910187121
814	0.490958288
815	0.4909275501
816	0.490878445
817	0.490840061
818	0.4908017375
819	0.4906498197
820	0.4905960974
821	0.4905308615
822	0.4903986078
823	0.4903856791
824	0.4902644255
825	0.4901997476
826	0.4901582394
827	0.4900947209
828	0.4900677936
829	0.4899910609
830	0.489912089
831	0.4898585053
832	0.4898116087
833	0.4897693035
834	0.4897397155
835	0.4896777044
836	0.4896092849
837	0.4895516166
838	0.4894356516
839	0.4893867939
840	0.4893266231
841	0.489264236
842	0.4892051919
843	0.4891471225
844	0.4890944182
845	0.4890295506
846	0.4889265172
847	0.4888036787
848	0.4887734713
849	0.488702969
850	0.4886595647
851	0.4885897968
852	0.488521275
853	0.4884169522
854	0.4883763305
855	0.4883138132
856	0.4882166971
857	0.4881641104
858	0.4881031601
859	0.4880034996
860	0.4879655107
861	0.4879557656
862	0.4879361521
863	0.4878600952
864	0.4878197784
865	0.4877886374
866	0.4877287358
867	0.4877039113
868	0.4876738221
869	0.4875933229
870	0.4874797569
871	0.4874310502
872	0.4873698876
873	0.4873063226
874	0.4872141534
875	0.4870448352
876	0.487021893
877	0.4869478884
878	0.4869102306
879	0.4868972169
880	0.4868278112
881	0.486792677
882	0.4867508566
883	0.4867170738
884	0.4866736009
885	0.4866556941
886	0.4865988992
887	0.4865518394
888	0.4865253729
889	0.4865156234
890	0.4864247111
891	0.4863788515
892	0.4863428761
893	0.486281672
894	0.4862614262
895	0.4861931546
896	0.4861654606
897	0.486065164
898	0.4860474832
899	0.4860285605
900	0.4859080825
901	0.4858011021
902	0.4857242798
903	0.4856458588
904	0.4855424542
905	0.4855056892
906	0.4854649761
907	0.4854163689
908	0.4853558131
909	0.485299902
910	0.4852794521
911	0.4851965416
912	0.4851098005
913	0.4850365506
914	0.4849323106
915	0.4848873916
916	0.484830309
917	0.4847964104
918	0.4846781299
919	0.4846129792
920	0.4845380918
921	0.4844805265
922	0.4843812937
923	0.4843314851
924	0.4842977717
925	0.4842214899
926	0.484194487
927	0.4841311539
928	0.4840557765
929	0.4839823684
930	0.4839583804
931	0.4839191976
932	0.483840773
933	0.4836995174
934	0.4836044296
935	0.4835610542
936	0.4834690376
937	0.4833648494
938	0.483327878
939	0.4832704495
940	0.483240556
941	0.4831493676
942	0.4831204096
943	0.4830879644
944	0.4829671885
945	0.4829142247
946	0.482871646
947	0.4828097121
948	0.4827384888
949	0.4826075318
950	0.4825838603
951	0.4824535671
952	0.4823894769
953	0.4823268376
954	0.4823039936
955	0.4822039662
956	0.4821670961
957	0.4821342012
958	0.4820506976
959	0.4819649796
960	0.4819136713
961	0.4818825783
962	0.4818766526
963	0.4818457223
964	0.4818014723
965	0.4816795564
966	0.4816278868
967	0.4815751564
968	0.4815183919
969	0.4814968703
970	0.4814459781
971	0.4813681744
972	0.4813133528
973	0.4812419086
974	0.4812027578
975	0.4811696564
976	0.4810836004
977	0.4810334484
978	0.4809384833
979	0.4808774122
980	0.4808459105
981	0.4807958839
982	0.4807358602
983	0.4806534141
984	0.4805586015
985	0.4804798565
986	0.4804239129
987	0.480410675
988	0.4803767472
989	0.4802901857
990	0.4802466403
991	0.4801619991
992	0.4801477054
993	0.4800866779
994	0.480021315
995	0.479999196
996	0.4799890294
997	0.4799567707
998	0.4798074303
999	0.4797941665
